Paket No;Uydu Statusu;Hata Kodu;Gonderme Saati;Basinc1;Basinc2;Yukseklik1;Yukseklik2;Irtifa Farki;Inis Hizi;Sicaklik;Pil Gerilimi;Latitude;Longitude;Altitude;Pitch;Roll;Yaw;RHRH;IoT S1 Data;IoT S2 Data;Takim No
6689;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6690;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6691;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6692;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6693;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6694;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6695;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6696;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6697;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6698;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6699;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6700;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6701;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6702;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6703;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6704;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6705;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6706;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6707;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6708;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6709;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6710;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6711;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6712;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6713;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6714;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6715;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6716;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6717;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6718;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6719;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6720;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6721;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6722;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6723;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6724;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6725;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6726;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6727;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6728;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6729;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6730;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6731;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6732;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6733;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6734;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6735;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6736;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6737;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6738;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6739;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6740;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6741;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6742;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6743;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6744;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6745;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6746;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6747;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6748;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6749;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6750;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6751;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6752;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6753;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6754;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6755;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6756;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6757;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6758;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6759;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6760;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6761;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6762;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6763;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6764;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6765;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6766;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6767;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6768;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6769;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6770;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6771;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6772;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6773;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6774;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6775;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6776;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6777;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6778;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6779;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6780;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6781;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6782;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6783;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6784;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6785;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6786;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6787;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6788;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6789;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6790;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6791;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6792;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6793;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6794;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6795;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6796;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6797;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6798;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6799;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6800;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6801;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6802;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6803;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6804;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6805;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6806;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6807;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6808;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6809;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6810;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6811;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6812;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6813;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6814;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6815;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6816;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6817;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6818;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6819;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6820;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6821;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6822;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6823;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6824;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6825;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6826;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6827;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6828;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6829;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6830;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6831;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6832;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6833;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6834;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6835;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6836;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6837;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6838;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6839;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6840;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6841;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6842;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6843;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6844;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6845;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6846;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6847;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6848;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6849;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6850;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6851;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6852;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6853;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6854;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6855;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6856;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6857;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6858;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6859;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6860;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6861;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6862;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
6863;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.13;-0.69;-0.19;;0.00;0.00;613581
